#{"t_start": 1716825818.5659237, "env_id": "None"}
r,l,t
-10.05,6,10.74414
-10.03,4,10.747645
-10.02,3,10.750649
-10.02,3,10.75365
-10.02,3,10.756158
-10.06,7,10.761678
-10.02,3,10.764679
-10.02,3,10.767708
-10.02,3,10.770281
-10.02,3,10.773282
-10.02,3,10.776251
-10.02,3,10.778826
-10.07,8,10.788441
-10.02,3,10.791368
-10.05,6,10.795364
-10.03,4,10.799946
-10.05,6,10.810414
-10.05,6,10.815416
-10.02,3,10.81892
-10.02,3,10.820925
-10.02,3,10.823927
-10.06,7,10.829432
-10.04,5,10.833468
-10.03,4,10.837469
-10.02,3,10.839466
-10.04,5,10.844596
-10.02,3,10.847595
-10.06,7,10.85369
-10.03,4,10.857204
-10.02,3,10.859708
-10.02,3,10.862713
-10.03,4,10.865713
-10.06,7,10.877228
-10.02,3,10.880773
-10.03,4,10.883809
-10.03,4,10.887809
499.93,8,10.895292
-10.02,3,10.897292
-10.05,6,10.902804
-10.02,3,10.905803
-10.04,5,10.912345
-10.02,3,10.915381
-10.04,5,10.919381
-10.02,3,10.921917
-10.04,5,10.925953
-10.02,3,10.928954
-10.02,3,10.930923
-10.05,6,10.936465
-10.02,3,10.945948
-10.03,4,10.950948
-10.03,4,10.956459
-10.02,3,10.961528
-10.02,3,10.966043
-10.04,5,10.973044
-10.04,5,10.980653
-10.04,5,10.987236
-10.02,3,10.992237
-10.04,5,10.999835
-10.03,4,11.00541
-10.03,4,11.010409
-10.04,5,11.015871
-10.02,3,11.020868
499.89,12,11.038316
-10.02,3,11.043319
-10.04,5,11.053862
-10.02,3,11.058884
-10.02,3,11.062885
-10.02,3,11.067398
-10.04,5,11.074396
-10.02,3,11.078907
-10.02,3,11.083906
-10.02,3,11.088418
-10.02,3,11.092453
-10.03,4,11.099056
-10.03,4,11.105009
-10.05,6,11.113559
-10.03,4,11.120098
-10.02,3,11.125096
-10.06,7,11.136239
-10.02,3,11.140751
-10.02,3,11.149834
-10.03,4,11.153834
-10.02,3,11.157854
-10.02,3,11.16486
-10.06,7,11.174368
499.78,23,11.204998
-10.03,4,11.211594
-10.03,4,11.21658
-10.04,5,11.224162
-10.03,4,11.229703
-10.02,3,11.234743
-10.02,3,11.239713
-10.02,3,11.245256
-10.04,5,11.252739
-10.03,4,11.256245
-10.04,5,11.260251
-10.02,3,11.268763
-10.02,3,11.272272
-10.02,3,11.274272
-10.03,4,11.278272
-10.02,3,11.280272
-10.03,4,11.283782
-10.03,4,11.289782
-10.03,4,11.293292
-10.02,3,11.295292
-10.04,5,11.299324
-10.03,4,11.303485
-10.02,3,11.306457
-10.03,4,11.309484
-10.02,3,11.312484
-10.02,3,11.315059
499.86,15,11.32666
-10.06,7,11.339136
-10.05,6,11.343642
-10.54,55,11.461576
-10.02,3,11.475157
-10.02,3,11.490282
-10.04,5,11.498753
-10.04,5,11.509272
-10.03,4,11.514281
-10.03,4,11.519309
-10.04,5,11.526881
-10.02,3,11.531422
-10.04,5,11.538452
-10.02,3,11.542029
-10.02,3,11.546
-10.03,4,11.550573
-10.03,4,11.556137
-10.02,3,11.565722
-10.02,3,11.570229
-10.03,4,11.575234
-10.02,3,11.579234
-10.04,5,11.587781
-10.02,3,11.592328
-10.04,5,11.600323
-10.02,3,11.605875
-10.03,4,11.612494
-10.04,5,11.621472
-10.09,10,11.633588
-10.03,4,11.638594
-10.03,4,11.643164
-10.02,3,11.647159
-10.02,3,11.651163
-10.02,3,11.654747
-10.03,4,11.668316
-10.02,3,11.672317
-10.08,9,11.683446
-10.02,3,11.686444
-10.04,5,11.692981
-10.04,5,11.699988
-10.02,3,11.70349
-10.06,7,11.711495
-10.03,4,11.717007
-10.02,3,11.720008
-10.02,3,11.724543
-10.02,3,11.727579
-10.02,3,11.731549
-10.04,5,11.737167
-10.04,5,11.74674
-10.03,4,11.75274
499.87,14,11.773804
-10.03,4,11.779315
-10.05,6,11.788828
-10.05,6,11.807348
-10.02,3,11.811348
-10.02,3,11.814866
-10.02,3,11.818865
-10.07,8,11.82738
-10.03,4,11.830415
-10.03,4,11.834953
-10.02,3,11.837953
-10.04,5,11.845466
-10.07,8,11.854972
-10.02,3,11.859515
-10.02,3,11.86705
-10.02,3,11.872029
-10.03,4,11.88605
-10.02,3,11.89005
-10.04,5,11.89857
-10.04,5,11.904567
-10.03,4,11.91114
-10.06,7,11.920711
-10.02,3,11.926245
-10.05,6,11.936818
-10.04,5,11.943853
499.93,8,11.954427
-10.02,3,11.959949
-10.02,3,11.964949
-10.04,5,11.971951
-10.02,3,11.975955
-10.03,4,11.980955
-10.02,3,11.986542
-10.02,3,11.999046
-10.02,3,12.002046
-10.03,4,12.007556
-10.04,5,12.015071
-10.02,3,12.020071
-10.02,3,12.024576
-10.02,3,12.028581
-10.02,3,12.033581
-10.02,3,12.038128
-10.04,5,12.045666
499.88,13,12.062762
-10.03,4,12.068343
-10.02,3,12.072344
-10.02,3,12.076927
-10.02,3,12.081927
-10.02,3,12.086433
-10.03,4,12.09795
-10.04,5,12.104949
-10.02,3,12.109461
-10.03,4,12.116463
-10.02,3,12.120003
-10.05,6,12.127005
-10.02,3,12.131517
-10.02,3,12.13555
-10.02,3,12.14106
-10.02,3,12.145094
-10.03,4,12.150645
-10.02,3,12.154643
499.81,20,12.182791
-10.03,4,12.187789
-10.02,3,12.192302
-10.02,3,12.197301
-10.02,3,12.206845
-10.03,4,12.210845
-10.02,3,12.213355
-10.02,3,12.218357
-10.02,3,12.222991
-10.03,4,12.228869
-10.02,3,12.233439
-10.02,3,12.237479
-10.02,3,12.244992
-10.03,4,12.251963
-10.04,5,12.259081
-10.03,4,12.264596
499.93,8,12.27518
-10.02,3,12.280185
-10.03,4,12.285791
-10.04,5,12.292794
-10.03,4,12.303343
-10.02,3,12.307855
-10.05,6,12.318372
-10.02,3,12.322409
-10.02,3,12.326913
-10.02,3,12.331949
-10.02,3,12.335948
-10.04,5,12.343525
-10.02,3,12.348078
-10.04,5,12.355109
-10.14,15,12.377355
-10.05,6,12.38636
-10.04,5,12.393871
-10.02,3,12.398379
-10.03,4,12.404384
-10.02,3,12.408889
-10.02,3,12.418108
-10.1,11,12.429621
-10.02,3,12.434132
-10.04,5,12.440697
-10.03,4,12.447663
-10.02,3,12.45218
-10.14,15,12.471716
-10.07,8,12.485218
-10.03,4,12.491221
-10.02,3,12.495799
-10.06,7,12.506329
-10.03,4,12.512837
-10.02,3,12.516837
-10.08,9,12.528451
-10.02,3,12.533034
-10.02,3,12.539
-10.04,5,12.573673
-10.04,5,12.577679
-10.02,3,12.583678
-10.02,3,12.587085
-10.02,3,12.591085
-10.02,3,12.596592
-10.05,6,12.611104
499.83,18,12.671237
-10.02,3,12.675236
-10.02,3,12.678808
-10.04,5,12.685778
-10.06,7,12.695288
-10.02,3,12.699799
-10.04,5,12.706802
-10.02,3,12.71131
-10.03,4,12.717347
-10.04,5,12.731412
-10.02,3,12.73441
-10.02,3,12.736409
-10.05,6,12.741919
-10.03,4,12.744918
-10.04,5,12.749427
-10.02,3,12.752432
-10.02,3,12.754462
-10.03,4,12.758039
-10.13,14,12.768611
-10.03,4,12.77219
-10.02,3,12.775183
-10.02,3,12.778184
-10.03,4,12.780755
-10.02,3,12.783724
-10.03,4,12.787755
-10.02,3,12.796265
-10.04,5,12.800842
-10.04,5,12.804883
-10.02,3,12.807851
-10.03,4,12.812368
-10.02,3,12.815367
-10.07,8,12.820869
-10.02,3,12.823874
-10.02,3,12.826874
-10.02,3,12.829876
-10.02,3,12.832386
-10.02,3,12.834386
-10.06,7,12.840417
-10.02,3,12.842986
-10.02,3,12.848957
-10.06,7,12.85456
-10.05,6,12.864612
-10.02,3,12.867611
-10.02,3,12.870611
-10.04,5,12.875119
-10.02,3,12.878121
-10.02,3,12.881122
-10.04,5,12.885638
-10.05,6,12.890642
-10.04,5,12.895153
-10.02,3,12.898154
-10.04,5,12.902152
-10.02,3,12.904661
-10.02,3,12.907696
-10.02,3,12.909695
-10.02,3,12.912694
-10.05,6,12.91724
-10.02,3,12.925747
-10.04,5,12.929747
-10.05,6,12.935266
-10.02,3,12.938265
-10.04,5,12.942266
-10.02,3,12.944769
-10.03,4,12.948774
-10.02,3,12.950773
-10.02,3,12.953774
-10.02,3,12.959482
-10.02,3,12.961481
-10.02,3,12.964482
-10.02,3,12.966992
-10.04,5,12.970993
-10.02,3,12.974028
-10.04,5,12.977604
-10.02,3,12.987077
-10.02,3,12.990079
-10.03,4,12.993079
-10.04,5,12.997591
-10.03,4,13.000593
-10.02,3,13.00559
-10.02,3,13.0101
-10.02,3,13.015103
-10.02,3,13.018609
-10.04,5,13.02661
-10.02,3,13.031612
-10.02,3,13.035612
-10.03,4,13.041639
-10.02,3,13.045211
-10.02,3,13.050182
-10.04,5,13.058218
-10.06,7,13.073759
-10.02,3,13.076271
-10.02,3,13.079272
-10.02,3,13.082274
-10.02,3,13.084274
-10.03,4,13.087855
-10.03,4,13.091849
-10.06,7,13.097935
-10.02,3,13.100934
-10.02,3,13.103931
-10.03,4,13.107155
-10.02,3,13.110184
-10.03,4,13.114156
-10.02,3,13.117671
-10.04,5,13.122667
-10.02,3,13.124667
-10.02,3,13.133743
-10.02,3,13.135744
-10.03,4,13.140256
-10.03,4,13.143256
-10.03,4,13.146255
-10.02,3,13.149799
-10.04,5,13.153798
-10.02,3,13.155767
-10.02,3,13.16088
-10.04,5,13.170434
-10.02,3,13.178927
-10.03,4,13.185932
-10.02,3,13.190442
-10.02,3,13.19444
-10.03,4,13.199946
-10.03,4,13.20495
-10.03,4,13.214464
-10.04,5,13.218462
-10.04,5,13.225971
-10.02,3,13.22997
-10.03,4,13.23548
-10.02,3,13.238482
-10.04,5,13.242996
-10.02,3,13.245995
-10.02,3,13.247996
-10.02,3,13.250995
-10.04,5,13.254504
-10.05,6,13.260014
-10.02,3,13.262013
-10.05,6,13.266524
-10.03,4,13.270523
-10.06,7,13.276095
-10.02,3,13.283592
-10.05,6,13.291596
-10.02,3,13.294099
-10.03,4,13.297102
-10.02,3,13.300103
-10.04,5,13.304612
-10.02,3,13.30762
-10.03,4,13.310616
-10.02,3,13.313616
-10.02,3,13.316126
-10.02,3,13.319128
-10.02,3,13.322126
-10.02,3,13.324131
-10.03,4,13.328642
-10.03,4,13.331643
-10.04,5,13.33722
-10.02,3,13.3463
-10.02,3,13.349433
-10.04,5,13.353432
-10.02,3,13.356432
-10.02,3,13.359485
-10.02,3,13.361485
-10.05,6,13.36699
-10.02,3,13.368994
-10.03,4,13.372996
-10.03,4,13.375994
-10.04,5,13.380507
-10.02,3,13.382506
-10.04,5,13.387008
-10.02,3,13.390016
-10.02,3,13.392014
-10.02,3,13.397518
-10.02,3,13.405823
-10.05,6,13.410394
-10.02,3,13.413363
-10.02,3,13.416364
-10.02,3,13.418876
-10.03,4,13.421875
-10.02,3,13.424876
-10.02,3,13.426877
-10.04,5,13.432386
-10.02,3,13.434391
-10.02,3,13.437388
-10.02,3,13.439898
-10.05,6,13.444898
-10.02,3,13.447921
-10.04,5,13.451429
-10.03,4,13.45543
-10.02,3,13.463737
-10.06,7,13.469736
-10.03,4,13.472909
-10.02,3,13.475906
-10.02,3,13.478907
-10.03,4,13.482418
-10.04,5,13.486419
-10.02,3,13.488421
-10.03,4,13.492933
-10.02,3,13.494932
-10.05,6,13.500438
-10.02,3,13.502443
-10.03,4,13.506446
-10.02,3,13.508444
-10.02,3,13.511952
-10.02,3,13.513952
-10.02,3,13.524462
-10.02,3,13.526462
-10.03,4,13.530462
-10.03,4,13.53397
-10.03,4,13.536972
-10.04,5,13.540973
-10.04,5,13.545483
-10.02,3,13.548483
-10.02,3,13.551484
-10.03,4,13.554995
-10.02,3,13.557503
499.76,25,13.575527
-10.02,3,13.578526
-10.04,5,13.582561
-10.03,4,13.58713
-10.03,4,13.59213
-10.08,9,13.606179
-10.02,3,13.608178
-10.02,3,13.611179
-10.03,4,13.617694
-10.04,5,13.625203
-10.02,3,13.630207
-10.04,5,13.634209
-10.02,3,13.637721
-10.04,5,13.641723
-10.03,4,13.644723
-10.03,4,13.648231
-10.02,3,13.65123
-10.03,4,13.654261
-10.02,3,13.656766
-10.02,3,13.659376
-10.02,3,13.662375
-10.02,3,13.671854
-10.02,3,13.674857
-10.02,3,13.677361
-10.06,7,13.682368
-10.04,5,13.686366
-10.04,5,13.690876
-10.02,3,13.693874
-10.04,5,13.698378
-10.03,4,13.701383
-10.02,3,13.703384
-10.03,4,13.70739
-10.04,5,13.715904
-10.06,7,13.730008
-10.03,4,13.740595
-10.02,3,13.744595
-10.03,4,13.748594
-10.02,3,13.758606
-10.02,3,13.763153
-10.04,5,13.768372
-10.03,4,13.774892
-10.05,6,13.7864
-10.02,3,13.7894
-10.02,3,13.792915
-10.02,3,13.798914
-10.02,3,13.803433
-10.03,4,13.810421
-10.03,4,13.814964
-10.02,3,13.81796
-10.05,6,13.825573
-10.04,5,13.833111
-10.03,4,13.838149
-10.02,3,13.843149
-10.02,3,13.856202
-10.04,5,13.86381
-10.02,3,13.867815
-10.03,4,13.870815
-10.02,3,13.874323
-10.02,3,13.87733
-10.02,3,13.882334
-10.02,3,13.886845
-10.02,3,13.891846
-10.02,3,13.895361
-10.02,3,13.899359
-10.02,3,13.902359
-10.03,4,13.90687
-10.05,6,13.913868
-10.03,4,13.919408
-10.02,3,13.922406
-10.04,5,13.933632
-10.04,5,13.93768
-10.03,4,13.940683
-10.02,3,13.94368
-10.04,5,13.947193
-10.02,3,13.950195
-10.02,3,13.953195
-10.03,4,13.961215
-10.02,3,13.966215
-10.02,3,13.97047
-10.03,4,13.976469
-10.03,4,13.98198
-10.04,5,13.987513
-10.02,3,13.990516
-10.03,4,13.993512
-10.02,3,13.997016
-10.02,3,14.004776
-10.04,5,14.009348
-10.02,3,14.011357
-10.04,5,14.016318
-10.05,6,14.020831
-10.05,6,14.02583
-10.02,3,14.028334
-10.03,4,14.03234
-10.03,4,14.035341
-10.03,4,14.038845
-10.02,3,14.04185
-10.03,4,14.04485
-10.04,5,14.049358
-10.05,6,14.054363
-10.02,3,14.056364
-10.04,5,14.060882
-10.02,3,14.071481
-10.02,3,14.073481
-10.02,3,14.07648
-10.05,6,14.081961
-10.02,3,14.084961
-10.02,3,14.086961
-10.03,4,14.089961
-10.02,3,14.093471
-10.03,4,14.097471
-10.02,3,14.100471
-10.04,5,14.104981
-10.03,4,14.107982
-10.04,5,14.112486
-10.04,5,14.117491
-10.02,3,14.119493
-10.02,3,14.121493
-10.02,3,14.130685
-10.06,7,14.137195
-10.02,3,14.139194
-10.02,3,14.142197
-10.04,5,14.145708
-10.04,5,14.150708
-10.02,3,14.152708
-10.06,7,14.158219
-10.03,4,14.162261
-10.02,3,14.164263
-10.02,3,14.167488
-10.03,4,14.170489
-10.05,6,14.175997
-10.04,5,14.179998
-10.03,4,14.183032
-10.02,3,14.185602
-10.04,5,14.197078
-10.02,3,14.200078
-10.04,5,14.204079
-10.02,3,14.207591
-10.07,8,14.213589
-10.04,5,14.218099
-10.07,8,14.224101
-10.03,4,14.227608
-10.05,6,14.232609
-10.04,5,14.237112
-10.02,3,14.239116
-10.03,4,14.242147
-10.02,3,14.245146
-10.04,5,14.249726
-10.02,3,14.251726
-10.02,3,14.254724
-10.05,6,14.264706
-10.02,3,14.269809
-10.02,3,14.27381
-10.03,4,14.278314
-10.02,3,14.282319
-10.03,4,14.287318
-10.02,3,14.290827
-10.05,6,14.296827
-10.05,6,14.302342
-10.03,4,14.306341
-10.02,3,14.308849
-10.02,3,14.313853
-10.02,3,14.316853
-10.02,3,14.319357
-10.03,4,14.322361
-10.02,3,14.325361
-10.02,3,14.332871
-10.02,3,14.335871
-10.02,3,14.338872
-10.02,3,14.34138
-10.03,4,14.34597
-10.02,3,14.350454
-10.02,3,14.353459
-10.02,3,14.357461
-10.02,3,14.36097
-10.02,3,14.364481
-10.02,3,14.36848
-10.1,11,14.379991
-10.02,3,14.384073
-10.04,5,14.389075
-10.05,6,14.39566
-10.03,4,14.399663
-10.04,5,14.410859
-10.02,3,14.413368
-10.02,3,14.415367
-10.02,3,14.418368
-10.02,3,14.423877
-10.02,3,14.426876
-10.03,4,14.429907
-10.02,3,14.432879
-10.02,3,14.435389
-10.02,3,14.438388
-10.02,3,14.441389
-10.03,4,14.444901
-10.03,4,14.447904
-10.02,3,14.450902
-10.02,3,14.452903
-10.03,4,14.457414
-10.02,3,14.465441
-10.03,4,14.469441
-10.02,3,14.47244
-10.02,3,14.474952
-10.02,3,14.477956
-10.02,3,14.479957
-10.02,3,14.482959
-10.03,4,14.486467
-10.03,4,14.490469
-10.04,5,14.494468
-10.02,3,14.496975
-10.04,5,14.501483
-10.02,3,14.503489
-10.03,4,14.507002
-10.05,6,14.511999
-10.02,3,14.515001
-10.02,3,14.522903
-10.02,3,14.525931
-10.03,4,14.528514
-10.06,7,14.53714
-10.02,3,14.540051
-10.04,5,14.545051
-10.05,6,14.550572
-10.03,4,14.553571
-10.05,6,14.55859
-10.03,4,14.562595
-10.02,3,14.564595
-10.03,4,14.568596
-10.03,4,14.572106
-10.02,3,14.575106
-10.04,5,14.579105
-10.02,3,14.581615
-10.03,4,14.591351
-10.04,5,14.595352
-10.02,3,14.597352
-10.05,6,14.602864
-10.03,4,14.605864
-10.04,5,14.612372
-10.02,3,14.615374
-10.04,5,14.620877
-10.02,3,14.624881
-10.03,4,14.62788
-10.05,6,14.632393
-10.02,3,14.635393
-10.02,3,14.640396
-10.02,3,14.642908
-10.02,3,14.645906
-10.02,3,14.648906
-10.02,3,14.656417
-10.02,3,14.65954
-10.02,3,14.662539
-10.02,3,14.664697
-10.02,3,14.667697
-10.02,3,14.671699
-10.02,3,14.675843
-10.03,4,14.68084
-10.03,4,14.685351
-10.02,3,14.68935
-10.02,3,14.69235
-10.02,3,14.69686
-10.02,3,14.69986
-10.03,4,14.704465
-10.02,3,14.708428
-10.04,5,14.714012
-10.02,3,14.723702
-10.02,3,14.726211
-10.02,3,14.72821
-10.02,3,14.732213
-10.03,4,14.736589
-10.02,3,14.74059
-10.02,3,14.74359
-10.02,3,14.749452
-10.03,4,14.753436
-10.04,5,14.756946
-10.04,5,14.761461
-10.05,6,14.76698
-10.06,7,14.77198
-10.02,3,14.77498
-10.04,5,14.779512
-10.02,3,14.782512
-10.02,3,14.791014
-10.02,3,14.794008
-10.08,9,14.80055
-10.02,3,14.803551
-10.03,4,14.807055
-10.02,3,14.81006
-10.02,3,14.81306
-10.02,3,14.816061
-10.02,3,14.818573
-10.04,5,14.822573
-10.02,3,14.825573
-10.02,3,14.829085
-10.06,7,14.835085
-10.02,3,14.837085
-10.04,5,14.841594
-10.02,3,14.843594
-10.02,3,14.852176
-10.04,5,14.85934
-10.02,3,14.862277
-10.04,5,14.866246
-10.07,8,14.872771
-10.02,3,14.875754
-10.02,3,14.877754
-10.02,3,14.880258
-10.04,5,14.884263
-10.02,3,14.887263
-10.02,3,14.890776
-10.02,3,14.893782
-10.06,7,14.898783
-10.02,3,14.902294
-10.03,4,14.905294
-10.05,6,14.915292
-10.06,7,14.936885
-10.02,3,14.943397
-10.02,3,14.946396
-10.05,6,14.953912
-10.02,3,14.956912
-10.02,3,14.962426
-10.02,3,14.96744
-10.03,4,14.975933
-10.04,5,14.985442
-10.02,3,14.988444
-10.02,3,14.991029
-10.03,4,14.996953
-10.03,4,15.003464
-10.04,5,15.010465
-10.03,4,15.014976
-10.03,4,15.022479
-10.02,3,15.03499
-10.02,3,15.04099
-10.03,4,15.048497
-10.02,3,15.052498
-10.06,7,15.061574
-10.03,4,15.065086
-10.02,3,15.069091
-10.02,3,15.072091
-10.02,3,15.076603
-10.04,5,15.081604
-10.02,3,15.083605
-10.05,6,15.088114
-10.02,3,15.091114
-10.02,3,15.094114
-10.04,5,15.097625
-10.04,5,15.102626
-10.02,3,15.110947
-10.06,7,15.11745
-10.02,3,15.120456
-10.02,3,15.122666
-10.02,3,15.125672
-10.04,5,15.130182
-10.02,3,15.132182
-10.02,3,15.135183
-10.02,3,15.137687
-10.02,3,15.140693
-10.04,5,15.144692
-10.03,4,15.148252
-10.04,5,15.152204
-10.02,3,15.155204
-10.05,6,15.160225
-10.02,3,15.162225
-10.08,9,15.175121
-10.02,3,15.178121
-10.02,3,15.180664
-10.03,4,15.183665
-10.02,3,15.19218
-10.02,3,15.197178
499.91,10,15.21081
-10.02,3,15.21585
-10.04,5,15.222429
-10.03,4,15.228431
-10.04,5,15.234005
-10.03,4,15.237006
-10.04,5,15.24054
-10.03,4,15.244576
-10.02,3,15.246576
-10.06,7,15.252151
-10.06,7,15.263817
-10.02,3,15.265784
-10.06,7,15.271291
-10.08,9,15.278296
-10.05,6,15.283807
-10.03,4,15.287807
-10.02,3,15.289806
-10.03,4,15.296316
-10.02,3,15.298316
-10.05,6,15.303823
-10.04,5,15.307824
-10.03,4,15.310823
-10.02,3,15.313388
-10.02,3,15.316424
-10.03,4,15.319423
-10.02,3,15.321423
-10.02,3,15.331965
-10.04,5,15.336512
-10.04,5,15.340482
-10.04,5,15.345055
-10.02,3,15.348029
-10.04,5,15.353024
-10.02,3,15.355535
-10.04,5,15.359534
-10.02,3,15.361914
-10.02,3,15.364914
-10.04,5,15.369197
-10.02,3,15.372198
-10.04,5,15.375703
-10.02,3,15.378707
-10.02,3,15.380708
-10.02,3,15.383707
-10.03,4,15.392781
-10.03,4,15.395781
-10.04,5,15.399291
-10.02,3,15.405798
-10.02,3,15.408803
-10.03,4,15.411802
-10.02,3,15.414805
-10.03,4,15.418318
-10.02,3,15.422315
-10.02,3,15.426818
-10.02,3,15.429822
-10.05,6,15.437326
-10.05,6,15.443331
-10.03,4,15.448848
-10.05,6,15.454879
-10.06,7,15.46201
-10.02,3,15.471574
-10.02,3,15.474575
-10.06,7,15.47965
-10.03,4,15.483649
-10.02,3,15.48665
-10.02,3,15.489152
-10.03,4,15.492156
-10.03,4,15.496157
-10.02,3,15.49867
-10.02,3,15.501675
-10.02,3,15.503675
-10.02,3,15.506676
-10.03,4,15.512184
-10.02,3,15.515185
-10.02,3,15.517183
-10.04,5,15.52169
-10.02,3,15.528689
-10.02,3,15.532197
-10.03,4,15.535196
-10.02,3,15.537196
-10.03,4,15.540755
-10.02,3,15.543705
-10.02,3,15.546706
-10.02,3,15.549705
-10.04,5,15.554214
-10.02,3,15.556214
-10.04,5,15.560728
-10.02,3,15.563079
-10.04,5,15.568079
-10.04,5,15.572078
-10.02,3,15.574164
-10.02,3,15.577165
-10.04,5,15.586164
-10.02,3,15.589165
-10.09,10,15.597164
-10.02,3,15.599677
-10.02,3,15.602676
-10.03,4,15.606676
-10.02,3,15.610185
-10.04,5,15.616184
-10.02,3,15.62169
-10.02,3,15.624692
-10.03,4,15.628691
-10.02,3,15.631205
-10.03,4,15.634202
-10.02,3,15.637201
-10.02,3,15.639201
-10.02,3,15.64271
-10.04,5,15.652225
-10.03,4,15.656225
-10.02,3,15.658225
-10.02,3,15.660735
-10.02,3,15.664243
-10.02,3,15.666247
-10.05,6,15.673757
-10.02,3,15.677753
-10.02,3,15.681758
-10.02,3,15.685874
-10.06,7,15.693379
-10.02,3,15.697383
-10.02,3,15.701384
-10.04,5,15.706928
-10.02,3,15.710923
-10.02,3,15.713923
-10.02,3,15.724297
-10.02,3,15.72672
-10.05,6,15.734721
-10.02,3,15.737811
-10.03,4,15.74081
-10.03,4,15.744811
-10.02,3,15.746887
-10.02,3,15.749885
-10.02,3,15.752884
-10.02,3,15.754884
-10.02,3,15.758278
-10.02,3,15.760786
-10.02,3,15.763787
-10.02,3,15.767302
-10.04,5,15.771301
-10.02,3,15.773301
-10.03,4,15.782825
-10.02,3,15.786328
-10.03,4,15.789332
-10.02,3,15.792336
-10.04,5,15.796838
-10.04,5,15.800842
-10.06,7,15.805843
-10.05,6,15.811353
-10.04,5,15.815355
-10.05,6,15.819866
-10.02,3,15.822867
-10.02,3,15.824866
-10.02,3,15.826865
-10.02,3,15.830372
-10.03,4,15.833372
-10.02,3,15.836372
-10.02,3,15.846431
-10.02,3,15.849432
-10.02,3,15.85149
-10.02,3,15.85449
-10.02,3,15.85749
-10.05,6,15.862
-10.04,5,15.866
-10.03,4,15.870001
-10.03,4,15.873158
-10.02,3,15.876155
-10.02,3,15.879155
-10.05,6,15.883669
-10.02,3,15.886666
-10.02,3,15.889668
-10.02,3,15.892179
-10.02,3,15.894178
-10.02,3,15.902688
-10.04,5,15.906689
-10.02,3,15.909687
-10.03,4,15.913194
-10.02,3,15.915195
-10.02,3,15.919195
-10.02,3,15.923711
-10.02,3,15.927707
-10.02,3,15.930705
-10.02,3,15.934216
-10.03,4,15.938214
-10.04,5,15.94272
-10.04,5,15.946726
-10.02,3,15.950727
-10.02,3,15.954232
-10.03,4,15.957264
-10.05,6,15.967315
-10.03,4,15.971315
-10.04,5,15.974823
-10.03,4,15.978824
-10.03,4,15.982825
-10.02,3,15.985336
-10.02,3,15.988335
-10.03,4,15.991335
-10.02,3,15.993336
-10.02,3,15.996845
-10.04,5,16.000844
-10.02,3,16.003844
-10.03,4,16.006875
-10.02,3,16.009875
-10.04,5,16.013877
-10.02,3,16.015876
-10.05,6,16.027386
-10.02,3,16.030386
-10.03,4,16.035902
-10.02,3,16.039903
-10.02,3,16.043414
-10.03,4,16.047412
-10.06,7,16.052977
-10.03,4,16.056012
-10.02,3,16.061531
-10.02,3,16.064077
-10.02,3,16.067076
-10.02,3,16.070042
-10.02,3,16.072073
-10.02,3,16.075618
-10.02,3,16.078648
-10.02,3,16.080648
-10.02,3,16.089162
-10.02,3,16.092164
-10.02,3,16.094669
-10.03,4,16.098677
-10.05,6,16.103673
-10.04,5,16.1078
-10.02,3,16.110801
-10.02,3,16.118309
-10.02,3,16.130817
-10.02,3,16.150918
-10.02,3,16.156426
-10.02,3,16.15945
-10.02,3,16.162003
-10.02,3,16.164944
-10.03,4,16.173123
-10.02,3,16.176119
-10.02,3,16.197247
-10.02,3,16.201822
-10.03,4,16.207788
-10.02,3,16.220375
-10.03,4,16.228885
-10.02,3,16.23192
-10.02,3,16.234918
-10.02,3,16.243505
-10.08,9,16.283441
-10.05,6,16.30155
-10.04,5,16.306514
-10.02,3,16.309515
-10.02,3,16.313029
-10.02,3,16.315032
-10.02,3,16.31818
-10.02,3,16.321179
-10.02,3,16.329288
-10.02,3,16.331289
-10.02,3,16.334512
-10.04,5,16.338512
-10.04,5,16.343025
-10.03,4,16.346025
-10.02,3,16.349027
-10.02,3,16.352025
-10.02,3,16.354174
-10.02,3,16.357176
-10.02,3,16.359176
-10.06,7,16.365208
-10.03,4,16.369205
-10.04,5,16.372709
-10.03,4,16.376713
-10.04,5,16.380743
-10.03,4,16.391252
-10.02,3,16.394252
-10.02,3,16.397252
-10.03,4,16.400255
-10.02,3,16.403254
-10.04,5,16.407254
-10.03,4,16.410764
-10.02,3,16.413764
-10.04,5,16.417766
-10.02,3,16.420279
-10.02,3,16.423279
-10.07,8,16.429833
-10.02,3,16.431787
-10.02,3,16.434785
-10.02,3,16.437785
-10.02,3,16.440322
-10.02,3,16.448327
-10.02,3,16.450829
-10.04,5,16.454834
-10.04,5,16.459833
-10.02,3,16.462346
-10.02,3,16.465344
-10.02,3,16.468342
-10.02,3,16.470343
-10.07,8,16.476343
-10.05,6,16.481345
-10.03,4,16.485343
-10.03,4,16.488851
-10.02,3,16.493853
-10.05,6,16.499803
-10.02,3,16.501804
-10.02,3,16.504803
-10.02,3,16.51297
-10.02,3,16.515964
-10.02,3,16.518502
-10.04,5,16.52254
-10.02,3,16.526541
-10.02,3,16.533116
-10.04,5,16.540659
-10.03,4,16.545687
-10.03,4,16.551263
-10.04,5,16.556256
-10.03,4,16.561379
-10.02,3,16.564421
-10.05,6,16.570988
