#{"t_start": 1716825818.5659237, "env_id": "None"}
r,l,t
-10.03,4,16.575992
-10.03,4,16.580559
-10.02,3,16.584559
-10.02,3,16.593539
-10.02,3,16.596539
-10.04,5,16.603078
-10.02,3,16.606078
-10.02,3,16.609078
-10.06,7,16.614588
-10.03,4,16.618587
-10.02,3,16.621094
-10.02,3,16.624099
-10.02,3,16.627099
-10.02,3,16.630099
-10.02,3,16.632609
-10.02,3,16.635609
-10.02,3,16.638609
-10.48,49,16.672648
-10.02,3,16.675157
-10.02,3,16.684093
-10.02,3,16.686309
-10.02,3,16.689309
-10.04,5,16.693309
-10.03,4,16.696474
-10.04,5,16.701474
-10.03,4,16.704978
-10.03,4,16.707983
-10.02,3,16.712983
-10.06,7,16.719095
-10.02,3,16.722094
-10.02,3,16.724096
-10.04,5,16.728605
-10.02,3,16.731607
-10.07,8,16.737606
-10.03,4,16.740606
-10.03,4,16.7511
-10.03,4,16.754098
-10.03,4,16.7581
-10.02,3,16.761118
-10.02,3,16.763123
-10.02,3,16.766124
-10.04,5,16.770122
-10.02,3,16.772634
-10.02,3,16.775635
-10.02,3,16.778634
-10.03,4,16.781636
-10.02,3,16.785044
-10.02,3,16.787045
-10.02,3,16.790044
-10.02,3,16.79255
-10.06,7,16.797553
-10.02,3,16.806062
-10.02,3,16.809062
-10.05,6,16.813571
-10.02,3,16.81657
-10.02,3,16.821572
-10.04,5,16.826082
-10.02,3,16.829082
-10.05,6,16.833651
-10.02,3,16.836592
-10.04,5,16.840595
-10.03,4,16.844096
-10.02,3,16.8471
-10.02,3,16.849102
-10.02,3,16.852102
-10.03,4,16.855611
-10.02,3,16.85861
-10.07,8,16.87022
-10.02,3,16.873222
-10.07,8,16.87973
-10.02,3,16.881733
-10.02,3,16.885237
-10.04,5,16.889242
-10.02,3,16.891244
-10.02,3,16.894243
-10.04,5,16.898754
-10.02,3,16.901753
-10.02,3,16.90375
-10.02,3,16.907266
-10.02,3,16.909265
-10.03,4,16.913267
-10.04,5,16.916773
-10.03,4,16.92078
-10.04,5,16.933291
-10.03,4,16.936289
-10.02,3,16.938797
-10.05,6,16.943797
-10.04,5,16.950313
-10.02,3,16.954312
-10.03,4,16.958817
-10.02,3,16.962338
-10.03,4,16.967337
-10.02,3,16.971847
-10.02,3,16.974849
-10.02,3,16.978847
-10.02,3,16.982397
-10.02,3,16.985393
-10.02,3,16.98839
499.91,10,16.998961
-10.03,4,17.010832
-10.03,4,17.014228
-10.04,5,17.018228
-10.02,3,17.021229
-10.03,4,17.025464
-10.02,3,17.029466
-10.03,4,17.033978
-10.03,4,17.040976
-10.04,5,17.045154
-10.05,6,17.050155
-10.03,4,17.053666
-10.03,4,17.056667
-10.06,7,17.062174
-10.02,3,17.065174
-10.03,4,17.068178
-10.04,5,17.072175
-10.02,3,17.081264
-10.06,7,17.086226
-10.02,3,17.089738
-10.02,3,17.092739
-10.05,6,17.096739
-10.02,3,17.100252
-10.03,4,17.103249
-10.03,4,17.10625
-10.03,4,17.109758
-10.02,3,17.112758
-10.02,3,17.114758
-10.02,3,17.117757
-10.02,3,17.121269
-10.02,3,17.124269
-10.04,5,17.128269
-10.02,3,17.13078
-10.02,3,17.138548
-10.02,3,17.142057
-10.02,3,17.144062
-10.02,3,17.150565
-10.03,4,17.153571
-10.03,4,17.157571
-10.02,3,17.159572
-10.02,3,17.163082
-10.02,3,17.166082
-10.04,5,17.170079
-10.36,37,17.197608
-10.02,3,17.199609
-10.03,4,17.203112
-10.03,4,17.207118
-10.06,7,17.212116
-10.02,3,17.214624
-10.03,4,17.222623
-10.02,3,17.226132
-10.02,3,17.229131
-10.03,4,17.232131
-10.04,5,17.236639
-10.03,4,17.240641
-10.02,3,17.242641
-10.02,3,17.246153
-10.02,3,17.248155
-10.04,5,17.253152
-10.02,3,17.257663
-10.07,8,17.264169
-10.02,3,17.26617
-10.02,3,17.26952
-10.02,3,17.272521
-10.02,3,17.27452
-10.02,3,17.28402
-10.03,4,17.287022
-10.02,3,17.290178
-10.03,4,17.294174
-10.04,5,17.29768
-10.02,3,17.300684
-10.02,3,17.303687
-10.03,4,17.306686
-10.03,4,17.310762
-10.02,3,17.312762
-10.02,3,17.315765
-10.03,4,17.319274
-10.04,5,17.323275
-10.03,4,17.327273
-10.04,5,17.330782
-10.03,4,17.333814
-10.02,3,17.342819
-10.02,3,17.345819
-10.03,4,17.348819
-10.02,3,17.351989
-10.02,3,17.356985
-10.03,4,17.365027
-10.02,3,17.375582
-10.03,4,17.382094
-10.02,3,17.387091
-10.02,3,17.39167
-10.06,7,17.416726
-10.02,3,17.418723
-10.04,5,17.429282
-10.06,7,17.439793
-10.02,3,17.44179
-10.03,4,17.448316
-10.02,3,17.461357
-10.08,9,17.480307
-10.02,3,17.483307
-10.02,3,17.486309
-10.02,3,17.489309
-10.02,3,17.492309
-10.03,4,17.498311
-10.02,3,17.502861
-10.03,4,17.507832
-10.02,3,17.512346
-10.02,3,17.515347
-10.05,6,17.522857
-10.04,5,17.528858
-10.02,3,17.53089
-10.02,3,17.5344
-10.04,5,17.538435
-10.03,4,17.549918
-10.02,3,17.551918
-10.02,3,17.555466
-10.02,3,17.557434
-10.02,3,17.560434
-10.02,3,17.563943
-10.02,3,17.56644
-10.02,3,17.569439
-10.05,6,17.573441
-10.02,3,17.576951
-10.02,3,17.578949
-10.02,3,17.581954
-10.02,3,17.587017
-10.03,4,17.592016
-10.02,3,17.59552
-10.02,3,17.599524
-10.02,3,17.608373
-10.02,3,17.610373
-10.03,4,17.613373
-10.02,3,17.617892
-10.03,4,17.622892
-10.03,4,17.627405
-10.03,4,17.632408
-10.03,4,17.635406
-10.02,3,17.638924
-10.03,4,17.641928
-10.03,4,17.645924
-10.03,4,17.649434
-10.05,6,17.653444
-10.03,4,17.656433
-10.04,5,17.659942
-10.04,5,17.664451
-10.02,3,17.673332
-10.02,3,17.676332
-10.03,4,17.679849
-10.03,4,17.682847
-10.02,3,17.685846
-10.06,7,17.691357
-10.04,5,17.695388
-10.02,3,17.69839
-10.02,3,17.700958
-10.04,5,17.704959
-10.03,4,17.713441
-10.02,3,17.718442
-10.02,3,17.72195
-10.02,3,17.725949
-10.03,4,17.728979
-10.04,5,17.732559
-10.02,3,17.742043
-10.02,3,17.746041
-10.03,4,17.752555
-10.02,3,17.755558
-10.03,4,17.759558
-10.02,3,17.761578
-10.02,3,17.764584
-10.03,4,17.767583
-10.03,4,17.771582
-10.03,4,17.775092
-10.02,3,17.777092
-10.03,4,17.780092
-10.02,3,17.783602
-10.02,3,17.7856
-10.02,3,17.788631
-10.1,11,17.797139
-10.03,4,17.806619
-10.03,4,17.809618
-10.02,3,17.811619
-10.02,3,17.815126
-10.02,3,17.817126
-10.04,5,17.82867
-10.04,5,17.835182
-10.03,4,17.842181
-10.04,5,17.848689
-10.02,3,17.853914
-10.04,5,17.860425
-10.03,4,17.866446
-10.02,3,17.870445
-10.02,3,17.874445
-10.03,4,17.879956
-10.04,5,17.886551
-10.02,3,17.896086
-10.03,4,17.89903
499.91,10,17.90503
-10.02,3,17.908537
-10.02,3,17.912539
-10.02,3,17.917049
-10.02,3,17.920054
-10.03,4,17.925054
-10.02,3,17.931565
-10.02,3,17.936562
-10.04,5,17.94307
-10.03,4,17.948577
-10.03,4,17.954582
-10.02,3,17.957582
-10.04,5,17.965645
-10.04,5,17.972149
-10.04,5,17.98229
-10.06,7,17.988289
-10.02,3,17.990404
-10.02,3,17.993395
-10.02,3,17.996394
-10.02,3,17.999395
-10.02,3,18.001906
-10.02,3,18.004905
-10.03,4,18.007906
-10.02,3,18.011411
-10.04,5,18.015416
-10.03,4,18.018415
-10.02,3,18.020415
-10.04,5,18.024924
-10.02,3,18.027923
-10.04,5,18.032428
-10.04,5,18.042936
-10.02,3,18.045941
-10.02,3,18.04994
-10.04,5,18.057449
-10.02,3,18.061952
-10.02,3,18.065958
-10.02,3,18.070958
-10.03,4,18.076958
-10.04,5,18.083464
-10.02,3,18.087503
-10.04,5,18.094044
-10.02,3,18.099036
-10.02,3,18.103147
-10.03,4,18.109164
-10.04,5,18.115727
-10.02,3,18.118732
-10.03,4,18.129272
-10.02,3,18.13178
-10.02,3,18.134782
-10.03,4,18.13878
-10.04,5,18.142296
-10.02,3,18.145297
-10.02,3,18.150297
-10.03,4,18.156806
-10.03,4,18.161805
-10.02,3,18.166315
-10.03,4,18.172817
-10.02,3,18.176821
-10.02,3,18.181825
-10.02,3,18.186335
-10.03,4,18.191337
-10.03,4,18.195845
-10.06,7,18.207354
-10.02,3,18.211354
-10.03,4,18.216863
-10.03,4,18.222865
-10.05,6,18.229372
-10.04,5,18.235879
-10.04,5,18.241885
-10.03,4,18.246387
-10.04,5,18.25139
-10.02,3,18.255391
-10.06,7,18.266163
-10.05,6,18.274133
-10.02,3,18.278133
-10.03,4,18.283642
-10.02,3,18.287642
-10.02,3,18.293148
-10.03,4,18.302153
-10.04,5,18.307663
-10.02,3,18.311662
-10.04,5,18.31717
-10.03,4,18.32217
-10.03,4,18.326678
-10.02,3,18.329678
-10.02,3,18.333678
-10.03,4,18.338184
-10.02,3,18.342187
-10.02,3,18.346694
-10.02,3,18.349695
-10.02,3,18.352693
-10.02,3,18.354693
-10.02,3,18.358201
-10.02,3,18.360201
-10.03,4,18.371699
-10.04,5,18.375699
-10.02,3,18.378207
-10.02,3,18.381207
-10.02,3,18.386208
-10.02,3,18.390719
-10.02,3,18.394717
-10.04,5,18.400226
-10.02,3,18.403227
-10.02,3,18.406227
-10.03,4,18.409737
-10.05,6,18.413736
-10.02,3,18.416737
-10.02,3,18.41924
-10.02,3,18.422244
-10.02,3,18.424244
-10.06,7,18.435715
-10.02,3,18.437714
-10.02,3,18.440218
-10.03,4,18.444222
-10.02,3,18.447242
-10.03,4,18.45073
-10.02,3,18.453735
-10.02,3,18.456736
-10.02,3,18.458735
-10.02,3,18.461238
-10.02,3,18.464668
-10.03,4,18.467667
-10.02,3,18.470667
-10.02,3,18.473178
-10.03,4,18.479178
-10.02,3,18.483705
-10.02,3,18.492208
-10.04,5,18.496214
-10.02,3,18.499216
-10.02,3,18.502718
-10.03,4,18.505723
-10.02,3,18.508722
-10.02,3,18.510725
-10.04,5,18.51524
-10.02,3,18.518235
-10.04,5,18.522235
-10.03,4,18.525746
-10.02,3,18.528746
-10.02,3,18.532745
-10.03,4,18.540254
-10.02,3,18.545761
-10.02,3,18.550828
-10.02,3,18.562807
-10.04,5,18.569406
-10.04,5,18.57338
-10.02,3,18.576891
-10.02,3,18.57989
-10.02,3,18.584887
-10.02,3,18.591402
-10.04,5,18.610418
-10.02,3,18.614418
-10.02,3,18.631438
-10.05,6,18.664468
-10.02,3,18.667471
-10.02,3,18.670979
-10.02,3,18.672976
-10.02,3,18.675976
-10.03,4,18.678976
-10.02,3,18.688484
-10.02,3,18.691992
-10.04,5,18.696993
-10.02,3,18.703508
-10.02,3,18.707508
-10.03,4,18.712011
-10.02,3,18.716017
-10.06,7,18.723525
-10.05,6,18.730526
-10.02,3,18.733092
-10.03,4,18.737041
-10.02,3,18.739038
-10.02,3,18.74204
-10.26,27,18.761119
-10.02,3,18.764198
-10.02,3,18.767233
-10.02,3,18.775711
-10.03,4,18.778712
-10.02,3,18.781714
-10.03,4,18.785214
-10.03,4,18.788218
-10.02,3,18.791219
-10.03,4,18.794219
-10.92,93,18.870189
-10.02,3,18.873189
-10.04,5,18.876189
-10.03,4,18.879762
-10.03,4,18.883761
-10.03,4,18.886768
-10.04,5,18.890334
-10.03,4,18.894333
-10.02,3,18.896334
-10.06,7,18.908377
-10.02,3,18.910382
-10.04,5,18.915381
499.92,9,18.930407
-10.03,4,18.935408
-10.03,4,18.941919
-10.04,5,18.948921
-10.03,4,18.954432
-10.02,3,18.959434
-10.02,3,18.964021
-10.05,6,18.971524
-10.05,6,18.979528
-10.02,3,18.983036
-10.02,3,18.986035
-10.02,3,18.989037
-10.04,5,18.993575
-10.02,3,19.001989
-10.04,5,19.007028
-10.04,5,19.012559
-10.02,3,19.01551
-10.02,3,19.018509
-10.02,3,19.021508
-10.02,3,19.024017
-10.02,3,19.030017
-10.02,3,19.035529
-10.02,3,19.039529
-10.02,3,19.042529
-10.03,4,19.048038
-10.03,4,19.052037
-10.1,11,19.064055
-10.03,4,19.068218
-10.06,7,19.076449
-10.02,3,19.085449
-10.02,3,19.08896
-10.02,3,19.092959
-10.03,4,19.099468
-10.05,6,19.106974
-10.02,3,19.110978
-10.03,4,19.116977
-10.03,4,19.122486
-10.02,3,19.127993
-10.03,4,19.135998
-10.03,4,19.141415
-10.04,5,19.148415
-10.02,3,19.152507
-10.02,3,19.156507
-10.02,3,19.160561
-10.02,3,19.16507
-10.03,4,19.175576
-10.02,3,19.177576
-10.02,3,19.181086
-10.04,5,19.185084
-10.02,3,19.188084
-10.03,4,19.191597
-10.04,5,19.195597
-10.02,3,19.197596
-10.02,3,19.201111
-10.04,5,19.205111
-10.02,3,19.208112
-10.02,3,19.210617
-10.03,4,19.216623
-10.02,3,19.219622
-10.02,3,19.22413
-10.02,3,19.228395
-10.04,5,19.238555
-10.05,6,19.246689
-10.02,3,19.249691
-10.02,3,19.254197
-10.04,5,19.261197
-10.03,4,19.266209
-10.03,4,19.271208
-10.02,3,19.27472
-10.02,3,19.277719
-10.02,3,19.279719
-10.02,3,19.28272
-10.02,3,19.285143
-10.02,3,19.288143
-10.02,3,19.290145
-10.04,5,19.294653
-10.03,4,19.297653
-10.02,3,19.306162
-10.03,4,19.309162
-10.02,3,19.312162
-10.03,4,19.315669
-10.03,4,19.319674
-10.02,3,19.32267
-10.02,3,19.325185
-10.02,3,19.328184
-10.02,3,19.330184
-10.03,4,19.333184
-10.03,4,19.338275
-10.02,3,19.341274
-10.02,3,19.343273
-10.04,5,19.347781
-10.03,4,19.354815
-10.02,3,19.358393
-10.02,3,19.367995
-10.04,5,19.371995
-10.02,3,19.375498
-10.02,3,19.379501
-10.02,3,19.384503
-10.03,4,19.390017
-10.04,5,19.396603
-10.02,3,19.40052
-10.04,5,19.405519
-10.02,3,19.409028
-10.02,3,19.413062
-10.02,3,19.416067
-10.02,3,19.419645
-10.03,4,19.424643
-10.04,5,19.430189
-10.03,4,19.434187
-10.02,3,19.443259
-10.04,5,19.447259
-10.02,3,19.45046
-10.04,5,19.454461
-10.05,6,19.463477
-10.04,5,19.470991
-10.03,4,19.476993
-10.04,5,19.484503
-10.04,5,19.491015
-10.02,3,19.496013
-10.04,5,19.502528
-10.02,3,19.506531
-10.03,4,19.510034
-10.02,3,19.512038
-10.03,4,19.51504
-10.02,3,19.518038
-10.02,3,19.526229
-10.02,3,19.528228
-10.02,3,19.530733
-10.02,3,19.533737
-10.02,3,19.535738
-10.02,3,19.538741
-10.04,5,19.544256
-10.03,4,19.547254
-10.02,3,19.549256
-10.03,4,19.553767
-10.03,4,19.556772
-10.02,3,19.559768
-10.03,4,19.563781
-10.02,3,19.565787
-10.03,4,19.572289
-10.02,3,19.576293
-10.04,5,19.586277
-10.02,3,19.589276
-10.03,4,19.594785
-10.04,5,19.602292
-10.03,4,19.608298
-10.02,3,19.612801
-10.02,3,19.614806
-10.02,3,19.617805
-10.06,7,19.62334
-10.02,3,19.626375
-10.02,3,19.628346
-10.03,4,19.632375
-10.02,3,19.63495
-10.03,4,19.637949
-10.02,3,19.640952
-10.03,4,19.644526
-10.03,4,19.652489
-10.04,5,19.656995
-10.03,4,19.660999
-10.04,5,19.668506
-10.02,3,19.672505
-10.04,5,19.678016
-10.02,3,19.681014
-10.02,3,19.683016
-10.02,3,19.686524
-10.02,3,19.688522
-10.04,5,19.696025
-10.02,3,19.701029
-10.02,3,19.705059
-10.04,5,19.714367
-10.04,5,19.741936
-10.03,4,19.752078
-10.04,5,19.770959
-10.04,5,19.776469
-10.02,3,19.779469
-10.02,3,19.78498
-10.04,5,19.79198
-10.02,3,19.79749
-10.06,7,19.805002
-10.02,3,19.809035
-10.02,3,19.813036
-10.02,3,19.82016
-10.03,4,19.82567
-10.02,3,19.830705
-10.02,3,19.83524
-10.04,5,19.84224
-10.03,4,19.849819
-10.04,5,19.857328
499.91,10,19.87037
-10.02,3,19.87337
-10.02,3,19.8779
-10.02,3,19.88288
-10.03,4,19.889391
-10.02,3,19.893391
-10.02,3,19.895896
-10.03,4,19.898906
-10.02,3,19.9019
-10.03,4,19.9049
-10.03,4,19.908409
-10.03,4,19.912408
-10.02,3,19.914411
-10.04,5,19.918916
-10.02,3,19.920916
-10.05,6,19.929518
-10.03,4,19.939999
-10.02,3,19.941998
-10.04,5,19.945998
-10.02,3,19.949506
-10.02,3,19.952506
-10.03,4,19.956507
-10.02,3,19.961022
-10.02,3,19.964522
-10.02,3,19.968527
-10.04,5,19.974096
-10.02,3,19.978597
-10.02,3,19.981603
-10.06,7,19.989174
-10.03,4,19.994213
-10.02,3,19.997213
-10.02,3,20.00079
-10.03,4,20.010264
-10.02,3,20.013264
-10.03,4,20.016263
-10.02,3,20.020779
-10.03,4,20.025777
-10.03,4,20.03028
-10.02,3,20.036287
-10.05,6,20.042794
-10.02,3,20.046794
-10.02,3,20.049794
-10.02,3,20.054302
-10.03,4,20.059302
-10.03,4,20.06281
-10.03,4,20.069322
-10.03,4,20.073829
-10.02,3,20.077828
-10.02,3,20.086338
-10.02,3,20.089341
-10.02,3,20.092913
-10.02,3,20.095958
-10.04,5,20.102426
-10.03,4,20.106436
-10.08,9,20.117941
-10.04,5,20.125453
-10.06,7,20.133955
-10.07,8,20.146811
-10.02,3,20.15081
-10.02,3,20.155361
-10.02,3,20.159365
-10.02,3,20.163363
-10.02,3,20.167942
-10.03,4,20.172907
-10.04,5,20.183459
-10.03,4,20.187969
-10.02,3,20.19097
-10.02,3,20.195474
-10.04,5,20.200478
-10.03,4,20.205982
-10.02,3,20.209988
-10.03,4,20.214988
-10.04,5,20.2205
-10.03,4,20.225498
-10.02,3,20.229005
-10.06,7,20.237579
-10.02,3,20.240618
-10.03,4,20.245618
-10.03,4,20.25316
-10.04,5,20.259668
-10.03,4,20.268756
-10.02,3,20.271755
-10.02,3,20.273755
-10.03,4,20.276755
-10.03,4,20.280262
-10.03,4,20.286264
-10.02,3,20.290771
-10.02,3,20.29577
-10.03,4,20.300279
-10.02,3,20.304279
-10.02,3,20.309312
-10.02,3,20.313891
-10.08,9,20.324447
-10.02,3,20.329453
-10.02,3,20.33303
-10.02,3,20.33703
-10.02,3,20.345996
-10.02,3,20.348996
-10.03,4,20.351996
-10.02,3,20.3545
-10.02,3,20.357505
-10.02,3,20.36317
-10.04,5,20.370679
-10.06,7,20.380188
-10.02,3,20.384188
-10.03,4,20.390696
-10.02,3,20.394696
-10.05,6,20.404203
-10.03,4,20.408714
-10.02,3,20.410714
-10.06,7,20.415713
-10.05,6,20.42122
499.91,10,20.434455
-10.02,3,20.436455
-10.02,3,20.439519
-10.02,3,20.442518
-10.02,3,20.445517
-10.03,4,20.44903
-10.03,4,20.452029
-10.02,3,20.455031
-10.02,3,20.457538
-10.02,3,20.460543
-10.02,3,20.462542
-10.02,3,20.46605
-10.02,3,20.468051
-10.02,3,20.475152
-10.02,3,20.478658
-10.04,5,20.485663
-10.03,4,20.49521
-10.03,4,20.50072
-10.02,3,20.504719
-10.03,4,20.510235
-10.03,4,20.516239
-10.02,3,20.520742
-10.02,3,20.525743
-10.03,4,20.53125
-10.02,3,20.53425
-10.03,4,20.537249
-10.02,3,20.53925
-10.02,3,20.542758
-10.03,4,20.545758
-10.05,6,20.549758
-10.76,77,20.623841
-10.02,3,20.627846
-10.02,3,20.63736
-10.02,3,20.63936
-10.02,3,20.64236
-10.02,3,20.64687
-10.04,5,20.653869
-10.04,5,20.660378
-10.02,3,20.66338
-10.02,3,20.665855
-10.04,5,20.669859
-10.02,3,20.672863
-10.02,3,20.675898
-10.03,4,20.679469
-10.05,6,20.683469
-10.02,3,20.686002
-10.04,5,20.690042
-10.02,3,20.693039
-10.02,3,20.701586
-10.03,4,20.704586
-10.03,4,20.711093
-10.03,4,20.714094
-10.04,5,20.720603
-10.02,3,20.723605
-10.02,3,20.725605
-10.04,5,20.731124
-10.03,4,20.734123
-10.03,4,20.737679
-10.02,3,20.740634
-10.03,4,20.74463
-10.03,4,20.748135
-10.06,7,20.753139
-10.03,4,20.75714
-10.02,3,20.759647
-10.02,3,20.767158
-10.03,4,20.772248
-10.02,3,20.77625
-10.03,4,20.782288
-10.05,6,20.789286
-10.06,7,20.798406
499.93,8,20.804522
-10.02,3,20.807489
-10.03,4,20.812107
-10.02,3,20.814111
-10.04,5,20.81811
-10.03,4,20.82268
-10.04,5,20.826684
-10.03,4,20.829679
-10.03,4,20.837261
-10.02,3,20.840837
-10.02,3,20.850006
-10.03,4,20.854045
-10.02,3,20.858045
-10.02,3,20.86219
-10.02,3,20.867701
-10.02,3,20.871207
-10.02,3,20.874207
-10.02,3,20.878208
-10.02,3,20.882726
-10.02,3,20.886724
-10.02,3,20.889725
-10.04,5,20.896233
-10.04,5,20.901736
-10.03,4,20.905739
-10.03,4,20.91074
-10.05,6,20.927857
-10.02,3,20.945965
-10.03,4,20.948966
-10.03,4,20.953469
-10.02,3,20.963982
-10.02,3,20.982088
-10.02,3,20.999129
-10.03,4,21.004127
-10.02,3,21.021362
-10.02,3,21.02601
-10.03,4,21.030922
-10.02,3,21.036494
-10.04,5,21.043493
-10.04,5,21.054065
-10.04,5,21.061592
-10.04,5,21.067622
-10.04,5,21.071627
-10.02,3,21.081138
-10.02,3,21.085138
-10.04,5,21.09055
-10.03,4,21.095547
-10.02,3,21.100616
-10.02,3,21.104616
-10.02,3,21.109124
-10.03,4,21.114129
-10.02,3,21.117128
-10.04,5,21.121212
-10.02,3,21.123213
-10.02,3,21.126212
-10.02,3,21.128212
-10.02,3,21.131723
-10.04,5,21.135722
-10.03,4,21.138723
-10.02,3,21.147675
-10.03,4,21.151182
-10.03,4,21.156182
-10.03,4,21.16069
-10.02,3,21.162697
-10.02,3,21.166209
-10.02,3,21.169208
-10.08,9,21.178717
-10.04,5,21.185225
-10.02,3,21.188225
-10.02,3,21.192738
-10.03,4,21.196737
-10.02,3,21.200778
-10.03,4,21.204899
-10.03,4,21.209903
-10.02,3,21.214318
-10.03,4,21.223598
-10.06,7,21.229598
-10.02,3,21.232598
-10.02,3,21.236109
-10.02,3,21.239109
-10.03,4,21.242111
-10.03,4,21.245623
-10.02,3,21.248626
-10.04,5,21.252626
-10.04,5,21.257135
-10.04,5,21.261134
-10.02,3,21.263638
-10.02,3,21.26616
-10.03,4,21.270159
-10.04,5,21.273663
-10.02,3,21.276666
-10.02,3,21.286176
-10.03,4,21.290176
-10.05,6,21.296684
-10.03,4,21.303687
-10.02,3,21.308196
-10.02,3,21.311195
-10.03,4,21.317707
-10.02,3,21.321709
-10.02,3,21.326211
-10.03,4,21.332217
-10.03,4,21.337728
-10.02,3,21.342728
-10.02,3,21.34723
-10.02,3,21.351234
-10.02,3,21.355234
-10.02,3,21.359744
-10.02,3,21.368249
-10.02,3,21.371253
-10.03,4,21.375254
-10.02,3,21.378762
-10.03,4,21.38177
-10.03,4,21.385767
-10.02,3,21.387766
-10.04,5,21.392275
-10.03,4,21.396275
-10.02,3,21.398276
-10.04,5,21.403795
-10.02,3,21.405787
-10.02,3,21.4113
-10.02,3,21.415302
-10.02,3,21.418301
-10.03,4,21.422809
-10.03,4,21.432156
-10.04,5,21.436154
-10.03,4,21.440157
-10.02,3,21.444196
-10.06,7,21.451195
-10.06,7,21.456709
-10.02,3,21.45971
-10.06,7,21.465733
-10.02,3,21.46874
-10.03,4,21.47174
-10.02,3,21.474259
-10.02,3,21.477259
-10.02,3,21.480259
-10.02,3,21.483259
-10.02,3,21.485793
-10.05,6,21.49077
-10.02,3,21.500282
-10.02,3,21.503288
-10.02,3,21.505805
-10.02,3,21.50881
-10.03,4,21.512799
-10.02,3,21.515311
-10.02,3,21.521311
-10.02,3,21.52482
-10.02,3,21.527826
-10.03,4,21.532826
499.91,10,21.544337
-10.02,3,21.547858
-10.04,5,21.553859
-10.03,4,21.558384
-10.02,3,21.562388
-10.02,3,21.565888
-10.06,7,21.577408
-10.05,6,21.581924
-10.02,3,21.584924
-10.02,3,21.587922
-10.02,3,21.589943
-10.02,3,21.592941
-10.03,4,21.595942
-10.02,3,21.599035
-10.02,3,21.602035
-10.02,3,21.605032
-10.02,3,21.607033
-10.02,3,21.610163
-10.02,3,21.613164
-10.06,7,21.618163
-10.05,6,21.622251
-10.04,5,21.629294
-10.02,3,21.63726
-10.02,3,21.639768
-10.03,4,21.644769
-10.02,3,21.647771
-10.02,3,21.652282
-10.02,3,21.656283
-10.03,4,21.660796
-10.02,3,21.664797
-10.02,3,21.667818
-10.03,4,21.672328
-10.02,3,21.676328
-10.03,4,21.680836
-10.03,4,21.685877
-10.02,3,21.688875
-10.03,4,21.693457
-10.02,3,21.697452
-10.02,3,21.706964
-10.02,3,21.708964
-10.02,3,21.711472
-10.03,4,21.715481
-10.04,5,21.719481
-10.04,5,21.723995
-10.03,4,21.726989
-10.02,3,21.729989
-10.02,3,21.732497
-10.03,4,21.739505
-10.02,3,21.744012
-10.02,3,21.747011
-10.03,4,21.752045
-10.06,7,21.759624
-10.02,3,21.76316
-10.03,4,21.767745
-10.02,3,21.777288
-10.04,5,21.781288
-10.07,8,21.790801
-10.05,6,21.797311
-10.03,4,21.80231
-10.02,3,21.80682
-10.02,3,21.809818
-10.02,3,21.813817
-10.05,6,21.821326
-10.02,3,21.824326
-10.05,6,21.831834
-10.02,3,21.834834
-10.02,3,21.839413
-10.03,4,21.846407
-10.06,7,21.853983
-10.06,7,21.861557
-10.04,5,21.872585
-10.02,3,21.876584
-10.03,4,21.880091
-10.02,3,21.882094
-10.04,5,21.886092
-10.02,3,21.8896
-10.02,3,21.892604
-10.02,3,21.894604
-10.02,3,21.898114
-10.02,3,21.901122
-10.04,5,21.90512
-10.02,3,21.907121
-10.02,3,21.910631
-10.04,5,21.914633
-10.02,3,21.917631
-10.02,3,21.92014
-10.02,3,21.92814
-10.02,3,21.930647
-10.02,3,21.933648
-10.02,3,21.937652
-10.02,3,21.942168
-10.04,5,21.948167
-10.03,4,21.955002
-10.02,3,21.960003
-10.04,5,21.964511
-10.03,4,21.970021
-10.02,3,21.973531
-10.02,3,21.97653
-10.02,3,21.981105
-10.06,7,21.989143
-10.03,4,21.993618
-10.03,4,21.998619
-10.07,8,22.011132
-10.02,3,22.013639
-10.02,3,22.018641
-10.04,5,22.026148
-10.05,6,22.034664
-10.02,3,22.038662
-10.03,4,22.044166
-10.02,3,22.04817
-10.08,9,22.059712
-10.02,3,22.066288
-10.03,4,22.070325
-10.02,3,22.073335
-10.02,3,22.077913
-10.02,3,22.080913
-10.04,5,22.087498
-10.04,5,22.092495
-10.02,3,22.101978
-10.04,5,22.106526
-10.03,4,22.112531
-10.02,3,22.124027
-10.02,3,22.13554
-10.02,3,22.149612
-10.04,5,22.167728
-10.02,3,22.173734
-10.03,4,22.185241
-10.04,5,22.199404
-10.04,5,22.208922
-10.03,4,22.223951
-10.04,5,22.236129
-10.02,3,22.257875
-10.02,3,22.263482
-10.02,3,22.291253
-10.06,7,22.303299
-10.03,4,22.306304
-10.02,3,22.309304
-10.02,3,22.313829
-10.05,6,22.322834
-10.02,3,22.327346
-10.02,3,22.332347
-10.02,3,22.336854
-10.02,3,22.340856
-10.02,3,22.345357
-10.04,5,22.352398
-10.02,3,22.355934
-10.03,4,22.361972
-10.04,5,22.368136
-10.02,3,22.372137
-10.04,5,22.37868
-10.07,8,22.394156
-10.02,3,22.397663
-10.02,3,22.401663
-10.02,3,22.405664
-10.03,4,22.412177
-10.02,3,22.416175
-10.02,3,22.421683
-10.02,3,22.426682
-10.02,3,22.431189
