#{"t_start": 1716944249.2110465, "env_id": "None"}
r,l,t
-10.04,5,58.940449
-10.21,22,59.043332
-10.09,10,59.108581
-10.17,18,59.197701
-10.07,8,59.223812
-10.02,3,59.233852
499.87,14,59.282062
-10.15,16,59.329098
-10.19,20,59.419281
-10.02,3,59.43153
-10.02,3,59.450148
-10.08,9,59.51278
499.91,10,59.587588
-10.17,18,59.732731
-10.04,5,59.745294
-10.02,3,59.753313
-10.06,7,59.770527
499.8,21,59.9389
-10.18,19,59.998463
-10.1,11,60.026196
-10.03,4,60.03774
-10.1,11,60.072262
-10.04,5,60.097845
-10.18,19,60.171654
-10.18,19,60.244496
-10.03,4,60.257523
499.91,10,60.290251
-10.08,9,60.336503
-10.02,3,60.36671
499.93,8,60.403495
-10.13,14,60.448561
-10.03,4,60.460341
-10.06,7,60.478879
-10.19,20,60.567301
-10.06,7,60.592587
-10.1,11,60.634269
-10.06,7,60.652566
-10.09,10,60.688488
-10.2,21,60.763241
-10.24,25,60.93049
-10.33,34,61.202281
-10.1,11,61.239254
-10.02,3,61.251119
-10.04,5,61.287311
-10.11,12,61.358381
-10.1,11,61.399474
-10.21,22,61.471391
-10.15,16,61.538899
-10.15,16,61.625303
-10.05,6,61.645367
-10.08,9,61.674542
499.79,22,61.743914
-10.16,17,61.807132
-10.08,9,61.838444
499.91,10,61.874931
-10.18,19,61.931247
-10.13,14,61.977637
-10.08,9,62.006206
-10.05,6,62.025544
-10.04,5,62.03861
-10.07,8,62.058348
-10.07,8,62.082184
499.74,27,62.168198
-10.1,11,62.212483
-10.14,15,62.332249
-10.19,20,62.424321
-10.16,17,62.479532
-10.08,9,62.508545
499.88,13,62.556105
-10.15,16,62.618552
-10.08,9,62.653152
-10.13,14,62.707294
-10.02,3,62.718586
-10.06,7,62.745178
-10.04,5,62.767272
499.89,12,62.811735
-10.13,14,62.859489
-10.11,12,62.904526
-10.09,10,63.697069
-10.1,11,63.732229
-10.19,20,63.794296
-10.15,16,63.855528
499.79,22,63.931885
499.93,8,63.959689
-10.1,11,63.993971
-10.07,8,64.018039
-10.16,17,64.071717
-10.02,3,64.081247
-10.06,7,64.101836
-10.15,16,64.154497
-10.06,7,64.175138
-10.26,27,64.255381
-10.03,4,64.270434
-10.13,14,64.336987
-10.18,19,64.395707
-10.07,8,64.422421
-10.16,17,64.490586
-10.05,6,64.513739
-10.03,4,64.528594
-10.12,13,64.584976
-10.07,8,64.615581
-10.04,5,64.641321
-10.06,7,64.663373
-10.21,22,64.722163
499.77,24,64.81569
-10.12,13,64.852619
-10.12,13,64.887239
-10.02,3,64.896683
-10.26,27,64.983076
-10.17,18,65.037707
-10.17,18,65.090315
-10.14,15,65.183983
-10.22,23,65.273928
-10.2,21,65.344116
-10.05,6,65.372415
-10.06,7,65.396466
-10.02,3,65.406501
499.8,21,65.473689
-10.17,18,65.530248
-10.04,5,65.544427
-10.13,14,65.590411
-10.08,9,65.616471
-10.05,6,65.633256
-10.02,3,65.643327
-10.11,12,65.718339
-10.07,8,65.771454
-10.03,4,65.798839
499.78,23,65.871644
-10.03,4,65.882262
499.67,34,65.98469
-10.11,12,66.020222
499.89,12,66.052125
-10.08,9,66.081376
-10.12,13,66.118617
-10.22,23,66.249089
-10.21,22,66.312144
-10.04,5,66.327189
499.86,15,66.373391
-10.09,10,66.41023
-10.11,12,66.44514
-10.14,15,66.490859
499.85,16,66.542189
-10.07,8,66.576287
-10.11,12,66.61217
-10.08,9,66.642768
-10.07,8,66.685924
-10.09,10,66.738646
-10.03,4,66.778626
-10.06,7,66.830567
499.86,15,66.917954
-10.05,6,66.952252
-10.08,9,66.994614
-10.06,7,67.02834
-10.13,14,67.075522
499.83,18,67.148662
499.86,15,67.206246
-10.08,9,67.276224
-10.12,13,67.324529
-10.29,30,67.468574
-10.11,12,67.510176
-10.14,15,67.585367
499.92,9,67.63386
499.92,9,67.678688
-10.07,8,67.717509
-10.06,7,67.744432
-10.18,19,67.805383
-10.08,9,67.831966
-10.04,5,67.847997
-10.09,10,67.891258
-10.05,6,67.930121
-10.17,18,68.038085
-10.15,16,68.175244
-10.06,7,68.198725
-10.12,13,68.24365
499.88,13,68.287326
-10.05,6,68.308821
-10.07,8,68.335601
-10.05,6,68.367496
-10.03,4,68.414847
-10.08,9,68.478605
-10.23,24,68.568776
-10.03,4,68.579306
-10.05,6,68.596355
-10.13,14,68.632211
-10.02,3,68.640432
-10.12,13,68.677169
-10.13,14,68.716503
-10.06,7,68.73514
-10.09,10,68.760178
-10.02,3,68.768231
-10.02,3,68.778742
-10.27,28,68.853879
-10.04,5,68.866691
499.84,17,68.912562
499.88,13,68.95481
-10.16,17,69.005672
-10.07,8,69.027426
-10.15,16,69.06866
-10.02,3,69.077177
-10.14,15,69.117482
-10.03,4,69.129162
-10.14,15,69.169759
499.89,12,69.235011
-10.14,15,69.293994
499.84,17,69.345724
499.89,12,69.39433
-10.06,7,69.458575
-10.05,6,69.510415
-10.07,8,69.534462
499.84,17,69.578551
499.87,14,69.615782
-10.05,6,69.631322
-10.04,5,69.643522
499.91,10,69.672572
499.92,9,69.697301
499.91,10,69.723006
-10.1,11,69.764923
-10.05,6,69.786658
-10.13,14,69.832658
-10.13,14,69.870237
499.89,12,69.901139
499.75,26,69.9695
-10.04,5,69.9842
-10.05,6,69.999255
499.83,18,70.046183
-10.08,9,70.075463
-10.05,6,70.098893
-10.03,4,70.113539
499.87,14,70.165465
-10.11,12,70.211875
-10.02,3,70.222902
-10.23,24,70.311165
-10.03,4,70.321183
-10.11,12,70.358286
-10.1,11,70.393471
-10.03,4,70.404716
-10.06,7,70.428843
-10.04,5,70.443131
-10.08,9,70.468934
-10.04,5,70.484468
-10.16,17,70.533693
-10.1,11,70.592351
499.69,32,70.75303
499.9,11,70.81425
-10.17,18,70.895579
499.85,16,70.9471
-10.27,28,71.064661
499.91,10,71.09666
-10.13,14,71.138256
-10.08,9,71.163828
-10.11,12,71.204162
-10.2,21,71.929033
-10.13,14,71.987709
-10.06,7,72.015966
-10.26,27,72.117021
-10.03,4,72.13256
-10.08,9,72.16764
-10.16,17,72.277394
-10.04,5,72.296281
-10.12,13,72.344445
-10.03,4,72.360096
499.92,9,72.394451
-10.02,3,72.405979
-10.04,5,72.424344
-10.24,25,72.503766
-10.06,7,72.527825
-10.04,5,72.542511
499.84,17,72.605509
-10.06,7,72.63148
-10.11,12,72.718779
-10.23,24,72.806732
-10.06,7,72.829678
499.8,21,72.884376
-10.07,8,72.905609
499.92,9,72.927205
499.85,16,72.973489
499.93,8,73.000735
-10.18,19,73.053963
499.85,16,73.150489
-10.29,30,73.427435
499.85,16,73.48014
-10.07,8,73.504301
-10.16,17,73.555147
-10.04,5,73.573188
-10.11,12,73.607759
-10.15,16,73.656254
499.77,24,73.777649
-10.1,11,73.826941
-10.04,5,73.87742
-10.02,3,73.91236
-10.08,9,73.942697
-10.03,4,73.953717
-10.07,8,73.97401
-10.15,16,74.01867
499.86,15,74.058615
-10.13,14,74.097683
-10.03,4,74.108434
-10.18,19,74.163301
-10.43,44,74.311426
499.85,16,74.407213
-10.11,12,74.458831
-10.1,11,74.52741
-10.16,17,74.579023
-10.06,7,74.599169
-10.06,7,74.621891
-10.05,6,74.641439
-10.05,6,74.657761
-10.03,4,74.670291
-10.06,7,74.695293
-10.04,5,74.737929
-10.08,9,74.768797
-10.2,21,74.830049
-10.05,6,74.847077
-10.18,19,74.907763
499.74,27,75.116766
499.81,20,75.191154
499.71,30,75.293171
-10.09,10,75.339525
-10.07,8,75.3628
-10.1,11,75.39868
499.91,10,75.427808
-10.06,7,75.447585
-10.1,11,75.47928
499.92,9,75.512199
-10.33,34,75.668934
499.9,11,75.701247
499.87,14,75.76535
-10.02,3,75.776411
-10.09,10,75.873441
-10.09,10,75.944614
-10.04,5,75.975683
-10.03,4,75.986705
499.89,12,76.01872
-10.06,7,76.03625
499.88,13,76.070153
-10.05,6,76.088569
-10.1,11,76.191957
-10.03,4,76.226094
499.75,26,76.341633
-10.12,13,76.387832
-10.17,18,76.444421
-10.08,9,76.470265
-10.12,13,76.507948
-10.04,5,76.521374
-10.15,16,76.567488
-10.05,6,76.585547
-10.05,6,76.602611
-10.15,16,76.643893
-10.11,12,76.686729
499.87,14,76.730375
-10.1,11,76.758665
-10.14,15,76.822445
499.89,12,76.853505
-10.16,17,76.906244
499.9,11,76.95786
-10.08,9,76.98468
-10.09,10,77.010439
-10.09,10,77.040395
-10.03,4,77.051632
-10.1,11,77.078247
-10.16,17,77.126601
-10.07,8,77.148223
-10.12,13,77.187303
-10.08,9,77.258631
-10.02,3,77.307133
499.83,18,77.382353
-10.02,3,77.391375
-10.02,3,77.400426
-10.05,6,77.426462
499.86,15,77.500804
-10.09,10,77.575334
-10.1,11,77.606929
-10.05,6,77.623478
-10.14,15,77.692243
-10.05,6,77.708872
-10.1,11,77.738914
-10.09,10,77.766988
-10.07,8,77.797071
-10.02,3,77.808157
-10.04,5,77.826288
-10.07,8,77.848851
-10.12,13,77.905708
-10.1,11,77.94803
-10.16,17,78.026655
499.87,14,78.083412
499.71,30,78.174431
499.86,15,78.2188
-10.13,14,78.267128
499.88,13,78.303708
-10.06,7,78.32179
-10.06,7,78.340844
-10.16,17,78.390136
-10.12,13,78.443322
-10.02,3,78.457919
-10.11,12,78.557316
499.91,10,78.590516
-10.02,3,78.600522
-10.1,11,78.634691
499.93,8,78.656743
-10.05,6,78.674813
-10.09,10,78.704918
-10.07,8,78.73285
-10.1,11,78.768679
499.84,17,78.818911
-10.2,21,78.88445
-10.05,6,78.904209
-10.08,9,78.938343
-10.02,3,78.951046
-10.05,6,78.969163
-10.05,6,78.988701
-10.08,9,79.023344
-10.07,8,79.050545
-10.17,18,79.11019
-10.1,11,79.140491
-10.02,3,79.150159
499.89,12,79.194296
-10.05,6,79.213393
499.93,8,79.237486
499.91,10,79.267305
499.81,20,79.335637
-10.02,3,79.34567
-10.12,13,79.392745
-10.02,3,79.402785
499.9,11,79.441398
-10.1,11,79.476023
-10.03,4,79.490107
499.88,13,79.530315
-10.04,5,79.546742
-10.02,3,79.556785
499.73,28,79.652985
-10.15,16,79.739142
-10.07,8,79.795002
-10.12,13,80.601122
-10.04,5,80.614142
-10.05,6,80.631258
-10.1,11,80.662368
499.71,30,80.749424
-10.11,12,80.795791
499.83,18,80.898935
-10.04,5,80.918073
-10.24,25,81.02354
499.83,18,81.094507
-10.29,30,81.220785
-10.09,10,81.260458
499.85,16,81.334476
499.87,14,81.385047
499.93,8,81.412181
-10.14,15,81.480431
-10.1,11,81.540417
-10.1,11,81.578546
499.9,11,81.676965
-10.09,10,81.787269
-10.13,14,81.908345
-10.07,8,81.950408
-10.02,3,81.963643
499.83,18,82.046264
-10.05,6,82.071611
499.74,27,82.248762
499.88,13,82.307541
499.75,26,82.424611
499.84,17,82.526204
-10.05,6,82.580384
-10.25,26,82.764664
499.88,13,82.852328
499.91,10,82.953395
-10.04,5,83.003853
499.82,19,83.075835
-10.04,5,83.135603
499.84,17,83.223864
-10.07,8,83.25731
-10.02,3,83.267632
-10.07,8,83.308303
-10.03,4,83.325862
499.86,15,83.38547
499.91,10,83.422494
499.85,16,83.505592
499.9,11,83.53724
-10.03,4,83.548628
499.9,11,83.625815
-10.09,10,83.725873
499.87,14,83.833415
-10.07,8,83.914577
-10.11,12,84.027946
499.93,8,84.113677
499.81,20,84.255671
-10.04,5,84.293832
-10.02,3,84.338302
-10.24,25,84.43554
-10.02,3,84.445626
499.79,22,84.530404
-10.15,16,84.57248
-10.02,3,84.583145
-10.05,6,84.598681
-10.08,9,84.62427
499.79,22,84.681861
499.9,11,84.712689
-10.06,7,84.732531
-10.06,7,84.785211
-10.03,4,84.801331
-10.1,11,84.858666
499.83,18,84.929376
-10.05,6,84.991242
-10.02,3,85.013994
-10.08,9,85.058646
-10.14,15,85.122499
499.88,13,85.165129
499.88,13,85.214821
-10.13,14,85.272476
499.88,13,85.397046
-10.1,11,85.454794
-10.02,3,85.472416
-10.05,6,85.506559
499.89,12,85.569845
-10.07,8,85.601009
499.93,8,85.651175
-10.22,23,85.733108
-10.18,19,85.791252
-10.14,15,85.838996
-10.04,5,85.852015
499.91,10,85.936369
-10.04,5,85.950135
-10.14,15,85.99553
-10.09,10,86.025962
499.83,18,86.079501
499.73,28,86.177769
499.91,10,86.249414
-10.05,6,86.273498
-10.14,15,86.376791
499.92,9,86.420346
-10.02,3,86.428383
-10.05,6,86.444458
-10.03,4,86.45486
-10.13,14,86.504212
-10.04,5,86.528588
-10.03,4,86.53879
-10.09,10,86.568974
-10.02,3,86.5786
499.82,19,86.638572
-10.07,8,86.677553
499.93,8,86.707159
-10.07,8,86.733371
499.83,18,86.856643
499.89,12,86.919367
-10.24,25,87.0604
499.79,22,87.124305
-10.19,20,87.184511
-10.02,3,87.193538
-10.2,21,87.249732
-10.11,12,87.289408
-10.05,6,87.309456
499.93,8,87.332021
-10.04,5,87.344602
-10.07,8,87.369377
-10.02,3,87.376745
-10.09,10,87.405678
-10.08,9,87.430465
-10.08,9,87.460168
-10.13,14,87.511321
-10.12,13,87.549047
-10.1,11,87.588222
499.77,24,87.68151
499.83,18,87.734208
499.92,9,87.760158
-10.34,35,87.886184
499.83,18,87.970431
-10.05,6,88.001112
-10.08,9,88.04036
-10.06,7,88.067672
499.83,18,88.165327
499.91,10,88.203084
-10.07,8,88.236337
-10.02,3,88.244367
-10.07,8,88.278455
499.9,11,88.310541
-10.05,6,88.327731
499.91,10,88.370899
-10.09,10,88.40152
-10.06,7,88.421369
-10.16,17,88.491509
-10.07,8,88.523259
499.91,10,88.565382
-10.06,7,88.591591
499.87,14,88.634518
-10.08,9,88.656885
499.63,38,88.762172
-10.08,9,88.788735
-10.06,7,88.807299
-10.07,8,88.846559
-10.08,9,88.950299
-10.07,8,88.982485
-10.13,14,89.028347
499.92,9,89.054384
499.83,18,89.129449
-10.08,9,89.207715
-10.03,4,89.248453
-10.08,9,89.308729
-10.06,7,89.332311
-10.03,4,89.362385
-10.03,4,89.376421
-10.03,4,89.387444
499.8,21,89.462202
-10.13,14,89.506756
499.8,21,89.572116
-10.22,23,89.636105
499.82,19,89.699022
-10.03,4,89.711184
-10.06,7,89.730205
