#{"t_start": 1716827975.584776, "env_id": "None"}
r,l,t
-10.88,89,224.468112
-10.2,21,224.581078
-11.63,164,225.613221
-10.3,31,225.802647
-10.61,62,226.199463
-10.3,31,226.356999
-10.4,41,226.573016
-10.04,5,226.599034
-10.91,92,227.061062
-10.1,11,227.115442
-10.24,25,227.277445
-10.43,44,227.554538
-10.3,31,227.727495
-10.22,23,227.846597
-10.41,42,228.05417
-10.58,59,228.347641
-10.58,59,228.74315
-10.8,81,229.164182
-10.02,3,229.182344
-10.13,14,229.247835
-11.25,126,230.00138
-10.59,60,230.315121
-10.43,44,230.527837
-10.34,35,230.653927
-11.14,115,231.166152
-10.41,42,231.322671
-10.34,35,231.450738
-11.66,167,232.11282
-10.46,47,232.344165
-10.34,35,232.472389
-10.17,18,232.53537
-10.08,9,232.568542
-10.19,20,232.641902
-10.72,73,232.923148
-10.59,60,233.148835
-10.27,28,233.246884
-10.33,34,233.445373
-10.2,21,233.529436
-10.24,25,233.621701
-10.32,33,233.744067
-10.17,18,233.806159
-10.05,6,233.83777
-10.11,12,233.878769
-10.86,87,234.2019
-10.44,45,234.364686
-10.07,8,234.396766
-10.46,47,234.625779
-10.53,54,234.850317
-10.18,19,234.922276
-10.13,14,234.975675
-10.07,8,234.999826
-10.22,23,235.089487
-10.26,27,235.184093
-10.13,14,235.237459
-10.2,21,235.314267
-10.14,15,235.367614
-10.19,20,235.441706
-10.7,71,235.705683
-10.29,30,235.903986
-10.03,4,235.912497
-10.65,66,236.156563
-10.23,24,236.248465
-10.41,42,236.406016
-10.37,38,236.547682
-10.48,49,236.724906
-10.59,60,236.962217
-10.21,22,237.111758
-10.53,54,237.302667
-11.12,113,237.714607
-10.07,8,237.745263
-10.36,37,237.882522
-10.14,15,237.935652
-10.33,34,238.065445
-10.22,23,238.245647
-10.23,24,238.399635
-10.36,37,238.587195
-10.46,47,238.89989
-10.56,57,239.319232
-10.19,20,239.512575
-10.42,43,239.762785
-10.77,78,240.194684
-10.17,18,240.295181
